"Hash","NodeName","PL","TR","Notes"
"0968C07E4A1DBD7CA30F90B4B7C05E40","CinematicNode_Choice_2","Dopytaj o szczegóły sprawy.","",""
"9F35514841BD880DF0E7719B99940ABC","CinematicNode_Choice_2","Użyj przepustki Ochrany.","",""
"AE41541546891FA999CE7CA0C05EBA60","CinematicNode_Choice_2","Pożegnaj się grzecznie. ","",""
"58D7396C493AF578C46460868C7BEB97","CinematicNode_Choice_2","1","",""
"7783E24E4E230AB4CC0542BA9E84C82A","CinematicNode_Choice_2","2","",""
"E8F8B79C4018F40DAED87CAF6AF1132C","CinematicNode_Choice_2","3","",""
"6D4C4A62422532458BF05AA519D2206C","CinematicNode_Choice_3","Użyj legitymacji Ochrany.","",""
"10C3A07F464047A042FBABA17561BCB0","CinematicNode_Choice_3","Pożegnaj się grzecznie. ","",""
"6E2704ED46A3A9B60BB0099D151EA0EB","CinematicNode_Choice_3","1","",""
"3D3BD1584C1F716F9D8366AF5C8155C8","CinematicNode_Choice_3","2","",""
"7EDA99E14E6059258791F696275EC07E","CinematicNode_Response_10","Trochę spokojniej, komisarzu. Chciałem poznać szczegóły śledztwa.","",""
"DDA67C6349D76F7ACC753597D798F7E3","CinematicNode_Response_10","Oj, masz kurwa szczęście, kawalarzu jebany, że mam roboty po uszy, bo byś zaraz w pierdlu lądował.","",""
"A91604BA4411D1906DCAB1845056AA26","CinematicNode_Response_10","Słucham?","",""
"782A759A4E03ED94055EB98240014DF0","CinematicNode_Response_10","Ochrana to trzyma się od tego, jak najdalej można.","",""
"ADB60E3245BA19D2612FBAB0F9F07F86","CinematicNode_Response_10","Oddaj to lepiej i spierdalaj, zanim potraktuję cię poważnie.","",""
"C9E485984D2A7B25E9FEF0A83B5AFB3D","CinematicNode_Response_11","Czego znowu?","",""
"98DE6AD34DE72F02DE8808B827867AFE","CinematicNode_Response_6","Proszę się odsunąć, to jest miejsce zbrodni.","",""
"74D43A3144DBE8EBEBDD73846E393599","CinematicNode_Response_6","Zauważyłem. Czy mi się wydaje, czy denat nie ma oczu?","",""
"0FA9B8CF4950D46774C524A6F49F444B","CinematicNode_Response_6","Panie, no nie ma. Jak ma mieć, jak to szósta ofiara Rybaka.","",""
"6322C78E41C35F7284DF25A8F87A17D3","CinematicNode_Response_6","Hola, Rogulski, co to za pogaduchy?","",""
"D7714CB64ACC56FD8DBA17A483DBDFF0","CinematicNode_Response_6","A ty? Trzy kroki w tył, no już, już! ","",""
"A0C0B853462BBEA6D6952E8C770ADDCC","CinematicNode_Response_7","Rogulski, czy ja, kurwa, wszystkim się mam zajmować?! Pilnuj odstępów!","",""
"045967804FF8861ABDACF4A0F60A92D0","CinematicNode_Response_7","Do tyłu, do tyłu! Nie naruszać miejsca zbrodni! ","",""
"5D3CFC5D40B7307E8C97019CE23C0AED","CinematicNode_Response_8","Ten cały Rybak to jakiś miejscowy kryminalista?","",""
"83313BBB445B1E1F91E1219BC39ECA5D","CinematicNode_Response_8","Zjeżdżaj stąd, ładnie proszę. Jeszcze.","",""
"2EB1E0FA423A835B5A4D9BA3BDC86B85","CinematicNode_Response_9","Spokojnie, już się oddalam. Nie chcę przeszkadzać.","",""
"20E70D7F4102BA5088E99C896654DB50","CinematicNode_Response_9"," Jeszcze mi tylko parady gapiów, kurwa, do szczęścia brakowało.","",""
